"","label","genes","vascular_subtype"
"1549","lung_artery","Sema3g","Artery"
"1550","lung_artery","Id1","Artery"
"1551","lung_artery","Mgst1","Artery"
"1552","lung_artery","Heg1","Artery"
"1553","lung_artery","Efna1","Artery"
"1554","lung_artery","Bmx","Artery"
"1555","lung_artery","Sat1","Artery"
"1556","lung_artery","Crip1","Artery"
"1557","lung_artery","Cdh13","Artery"
"1558","lung_artery","Mmrn2","Artery"
"1559","lung_artery","Ccnd2","Artery"
"1560","lung_artery","Slc6a6","Artery"
"1561","lung_artery","Rps28","Artery"
"1562","lung_artery","Rbp7","Artery"
"1563","lung_artery","Nrarp","Artery"
"1564","lung_artery","8430408G22Rik","Artery"
"1565","lung_artery","Camk2d","Artery"
"1566","lung_artery","Cdc42ep3","Artery"
"1567","lung_artery","Psen2","Artery"
"1568","lung_artery","Gata6","Artery"
"1569","lung_artery","Rgs3","Artery"
"1570","lung_artery","Tmem158","Artery"
"1571","lung_artery","Mast4","Artery"
"1572","lung_artery","Fmo2","Artery"
"1573","lung_artery","Fads3","Artery"
"1574","lung_artery","Mcam","Artery"
"1575","lung_artery","Itga6","Artery"
"1576","lung_artery","Lgals3bp","Artery"
"1577","lung_artery","Ebf1","Artery"
"1578","lung_capillary1","Car4","Capillary"
"1579","lung_capillary1","Igfbp7","Capillary"
"1580","lung_capillary1","Emp2","Capillary"
"1581","lung_capillary1","Pmp22","Capillary"
"1582","lung_capillary1","Fibin","Capillary"
"1583","lung_capillary1","AW112010","Capillary"
"1584","lung_capillary1","Cyp4b1","Capillary"
"1585","lung_capillary1","Ptp4a3","Capillary"
"1586","lung_capillary1","Sept4","Capillary"
"1587","lung_capillary1","Ednrb","Capillary"
"1588","lung_capillary1","Cd34","Capillary"
"1589","lung_capillary1","Prx","Capillary"
"1590","lung_capillary1","Chst1","Capillary"
"1591","lung_capillary1","Tbx3","Capillary"
"1592","lung_capillary1","Clu","Capillary"
"1593","lung_capillary1","Nrp1","Capillary"
"1594","lung_capillary1","Kdr","Capillary"
"1595","lung_capillary1","Ly6c1","Capillary"
"1596","lung_capillary1","Bcam","Capillary"
"1597","lung_capillary1","Tmcc2","Capillary"
"1598","lung_capillary1","Tppp3","Capillary"
"1599","lung_capillary1","Rgs12","Capillary"
"1600","lung_capillary1","Phlda3","Capillary"
"1601","lung_capillary1","Hspb1","Capillary"
"1602","lung_capillary1","Apln","Capillary"
"1603","lung_capillary1","Enho","Capillary"
"1604","lung_capillary1","Pcdh1","Capillary"
"1605","lung_capillary1","Nhlrc2","Capillary"
"1606","lung_capillary1","Ly6a","Capillary"
"1607","lung_capillary1","Kitl","Capillary"
"1608","lung_capillary1","Pllp","Capillary"
"1609","lung_capillary1","Cldn5","Capillary"
"1610","lung_capillary1","Tmem176a","Capillary"
"1611","lung_capillary1","Rasgrp2","Capillary"
"1612","lung_capillary1","Mgll","Capillary"
"1613","lung_capillary1","Tbx2","Capillary"
"1614","lung_capillary1","Aard","Capillary"
"1615","lung_capillary1","Rprml","Capillary"
"1616","lung_capillary1","Tspan8","Capillary"
"1617","lung_capillary1","Stmn2","Capillary"
"1618","lung_capillary1","Dhrs3","Capillary"
"1619","lung_capillary1","Plaur","Capillary"
"1620","lung_capillary1","Ccdc184","Capillary"
"1621","lung_capillary1","Icam1","Capillary"
"1622","lung_capillary1","Cd24a","Capillary"
"1623","lung_capillary1","Slc48a1","Capillary"
"1624","lung_capillary1","Grina","Capillary"
"1625","lung_capillary1","Scn7a","Capillary"
"1626","lung_capillary1","Serpine1","Capillary"
"1627","lung_capillary1","Phlda1","Capillary"
"1628","lung_capillary2","Gpihbp1","Capillary"
"1629","lung_capillary2","Sema3c","Capillary"
"1630","lung_capillary2","Gm12216","Capillary"
"1631","lung_capillary2","Stmn1","Capillary"
"1632","lung_capillary2","Sox17","Capillary"
"1633","lung_capillary2","Ier3","Capillary"
"1634","lung_capillary2","Plvap","Capillary"
"1635","lung_capillary2","Socs3","Capillary"
"1636","lung_capillary2","Wfdc1","Capillary"
"1637","lung_capillary2","Aplnr","Capillary"
"1638","lung_capillary2","Sgk1","Capillary"
"1639","lung_capillary2","H2-Ab1","Capillary"
"1640","lung_capillary2","Cadm1","Capillary"
"1641","lung_capillary2","Casc4","Capillary"
"1642","lung_capillary2","Btg2","Capillary"
"1643","lung_capillary2","Sparc","Capillary"
"1644","lung_capillary2","Kit","Capillary"
"1645","lung_capillary2","Hilpda","Capillary"
"1646","lung_capillary2","Tubb2a","Capillary"
"1647","lung_capillary2","Lpl","Capillary"
"1648","lung_capillary2","Sox11","Capillary"
"1649","lung_capillary2","Plk2","Capillary"
"1650","lung_capillary2","Jund","Capillary"
"1651","lung_capillary2","Atp1a1","Capillary"
"1652","lung_capillary2","H2-Q6","Capillary"
"1653","lung_capillary2","Ncald","Capillary"
"1654","lung_capillary2","Ccrl2","Capillary"
"1655","lung_capillary2","Npr3","Capillary"
"1656","lung_capillary2","Ier2","Capillary"
"1657","lung_capillary2","Adrb1","Capillary"
"1658","lung_capillary2","Car2","Capillary"
"1659","lung_capillary2","Rdx","Capillary"
"1660","lung_capillary2","Nckap5","Capillary"
"1661","lung_capillary2","H2-Eb1","Capillary"
"1662","lung_capillary2","Junb","Capillary"
"1663","lung_capillary2","Plcb1","Capillary"
"1664","lung_capillary2","Ifi47","Capillary"
"1665","lung_capillary2","Car14","Capillary"
"1666","lung_capillary2","Tmem221","Capillary"
"1667","lung_capillary2","Adamts1","Capillary"
"1668","lung_capillary2","Ldb2","Capillary"
"1669","lung_capillary2","Pcdh17","Capillary"
"1670","lung_capillary2","Irf1","Capillary"
"1671","lung_capillary2","Cdc42ep4","Capillary"
"1672","lung_capillary2","Pxdc1","Capillary"
"1673","lung_capillary2","Vgll4","Capillary"
"1674","lung_capillary2","Ankrd44","Capillary"
"1675","lung_capillary2","Cd1d1","Capillary"
"1676","lung_capillary2","Rapgef4","Capillary"
"1677","lung_capillary2","Tubb2b","Capillary"
"1678","lung_vein","Prss23","Vein"
"1679","lung_vein","Vwf","Vein"
"1680","lung_vein","Slc6a2","Vein"
"1681","lung_vein","Cd200","Vein"
"1682","lung_vein","Bgn","Vein"
"1683","lung_vein","Ackr3","Vein"
"1684","lung_vein","Lyve1","Vein"
"1685","lung_vein","Tmem252","Vein"
"1686","lung_vein","Tinagl1","Vein"
"1687","lung_vein","Vcam1","Vein"
"1688","lung_vein","Amigo2","Vein"
"1689","lung_vein","Cytl1","Vein"
"1690","lung_vein","Cpe","Vein"
"1691","lung_vein","Bst1","Vein"
"1692","lung_vein","Car8","Vein"
"1693","lung_vein","Emp3","Vein"
"1694","lung_vein","Csrp2","Vein"
"1695","lung_vein","Tmsb10","Vein"
"1696","lung_vein","Cd81","Vein"
"1697","lung_vein","Lrg1","Vein"
"1698","lung_vein","Vegfc","Vein"
"1699","lung_vein","Gm13889","Vein"
"1700","lung_vein","Adam15","Vein"
"1701","lung_vein","Mustn1","Vein"
"1702","lung_vein","Cd74","Vein"
"1703","lung_vein","Cd93","Vein"
"1704","lung_vein","Ptgs1","Vein"
"1705","lung_vein","Eln","Vein"
"1706","lung_vein","Serpinb6b","Vein"
"1707","lung_vein","Cryab","Vein"
"1708","lung_vein","Nfkbia","Vein"
"1709","lung_vein","Il6st","Vein"
"1710","lung_vein","Hs3st1","Vein"
"1711","lung_vein","Zfp36","Vein"
"1712","lung_vein","Tmem2","Vein"
"1713","lung_vein","Ch25h","Vein"
"1714","lung_vein","Tm6sf1","Vein"
"1715","lung_vein","Ptgis","Vein"
"1716","lung_vein","AU021092","Vein"
"1717","lung_vein","Grrp1","Vein"
"1718","lung_vein","Tmem45a","Vein"
"1719","lung_vein","Crim1","Vein"
"1720","lung_vein","Ctsh","Vein"
"1721","lung_vein","Hmcn1","Vein"
"1722","lung_vein","Dll1","Vein"
"1723","lung_vein","Hoxa5","Vein"
"1724","lung_vein","Serpinb1a","Vein"
"1725","lung_vein","Ptgs2","Vein"
"1726","lung_vein","Fabp4","Vein"
"1727","lung_vein","Emp1","Vein"
"1728","lung_lymphatic","Ccl21a","Lymphatic"
"1729","lung_lymphatic","Mmrn1","Lymphatic"
"1730","lung_lymphatic","Fxyd6","Lymphatic"
"1731","lung_lymphatic","Thy1","Lymphatic"
"1732","lung_lymphatic","Gng11","Lymphatic"
"1733","lung_lymphatic","Fgl2","Lymphatic"
"1734","lung_lymphatic","Lcn2","Lymphatic"
"1735","lung_lymphatic","Cd63","Lymphatic"
"1736","lung_lymphatic","Fth1","Lymphatic"
"1737","lung_lymphatic","Cp","Lymphatic"
"1738","lung_lymphatic","Reln","Lymphatic"
"1739","lung_lymphatic","Gja1","Lymphatic"
"1740","lung_lymphatic","Gpm6a","Lymphatic"
"1741","lung_lymphatic","Scn1b","Lymphatic"
"1742","lung_lymphatic","Prelp","Lymphatic"
"1743","lung_lymphatic","S100a6","Lymphatic"
"1744","lung_lymphatic","Flt4","Lymphatic"
"1745","lung_lymphatic","Timp3","Lymphatic"
"1746","lung_lymphatic","Apold1","Lymphatic"
"1747","lung_lymphatic","Nrp2","Lymphatic"
"1748","lung_lymphatic","Rnase4","Lymphatic"
"1749","lung_lymphatic","Arl4a","Lymphatic"
"1750","lung_lymphatic","Pdpn","Lymphatic"
"1751","lung_lymphatic","Maf","Lymphatic"
"1752","lung_lymphatic","Tshz2","Lymphatic"
"1753","lung_lymphatic","S100a11","Lymphatic"
"1754","lung_lymphatic","Tbx1","Lymphatic"
"1755","lung_lymphatic","Ndrg1","Lymphatic"
"1756","lung_lymphatic","Trf","Lymphatic"
"1757","lung_lymphatic","Prox1","Lymphatic"
"1758","lung_lymphatic","Ltbp4","Lymphatic"
"1759","lung_lymphatic","Fam43a","Lymphatic"
"1760","lung_lymphatic","Dab2","Lymphatic"
"1761","lung_lymphatic","Slc45a3","Lymphatic"
"1762","lung_lymphatic","Nr2f2","Lymphatic"
"1763","lung_lymphatic","Lbp","Lymphatic"
"1764","lung_lymphatic","Marcksl1","Lymphatic"
"1765","lung_lymphatic","Fscn1","Lymphatic"
"1766","lung_lymphatic","Rcn3","Lymphatic"
"1767","lung_lymphatic","Dapk2","Lymphatic"
"1768","lung_lymphatic","Fbln5","Lymphatic"
"1769","lung_lymphatic","Lama4","Lymphatic"
"1770","lung_lymphatic","Zfp36l2","Lymphatic"
"1771","lung_lymphatic","Sult1a1","Lymphatic"
"1772","lung_lymphatic","Igfbp5","Lymphatic"
"1773","lung_lymphatic","Gm21541","Lymphatic"
"1774","lung_lymphatic","Tns1","Lymphatic"
"1775","lung_lymphatic","Itm2a","Lymphatic"
"1776","lung_lymphatic","Fos","Lymphatic"
"1777","lung_lymphatic","Bok","Lymphatic"
"1778","kidney_largeartery","Cldn5","Large Artery"
"1779","kidney_largeartery","Mgp","Large Artery"
"1780","kidney_largeartery","Vim","Large Artery"
"1781","kidney_largeartery","Fbln5","Large Artery"
"1782","kidney_largeartery","Ltbp4","Large Artery"
"1783","kidney_largeartery","Sat1","Large Artery"
"1784","kidney_largeartery","Crip1","Large Artery"
"1785","kidney_largeartery","Stmn2","Large Artery"
"1786","kidney_largeartery","Gja4","Large Artery"
"1787","kidney_largeartery","Edn1","Large Artery"
"1788","kidney_largeartery","Igfbp4","Large Artery"
"1789","kidney_largeartery","Eln","Large Artery"
"1790","kidney_largeartery","Gja5","Large Artery"
"1791","kidney_largeartery","Jag1","Large Artery"
"1792","kidney_largeartery","Fbln2","Large Artery"
"1793","kidney_largeartery","Mecom","Large Artery"
"1794","kidney_largeartery","Tm4sf1","Large Artery"
"1795","kidney_largeartery","S100a4","Large Artery"
"1796","kidney_largeartery","Heg1","Large Artery"
"1797","kidney_largeartery","Fam3c","Large Artery"
"1798","kidney_largeartery","Clu","Large Artery"
"1799","kidney_largeartery","Egfl8","Large Artery"
"1800","kidney_largeartery","Sema3g","Large Artery"
"1801","kidney_largeartery","Bmp4","Large Artery"
"1802","kidney_largeartery","Vegfc","Large Artery"
"1803","kidney_largeartery","Ccnd2","Large Artery"
"1804","kidney_largeartery","Tgfb2","Large Artery"
"1805","kidney_largeartery","Avpi1","Large Artery"
"1806","kidney_largeartery","Actg1","Large Artery"
"1807","kidney_largeartery","Nrarp","Large Artery"
"1808","kidney_largeartery","Htra1","Large Artery"
"1809","kidney_largeartery","Sept11","Large Artery"
"1810","kidney_largeartery","Id2","Large Artery"
"1811","kidney_largeartery","Aggf1","Large Artery"
"1812","kidney_largeartery","Dll4","Large Artery"
"1813","kidney_largeartery","Pcsk5","Large Artery"
"1814","kidney_largeartery","Rpl41","Large Artery"
"1815","kidney_largeartery","Kcne3","Large Artery"
"1816","kidney_largeartery","Slco2a1","Large Artery"
"1817","kidney_largeartery","Atp2a3","Large Artery"
"1818","kidney_largeartery","Klf4","Large Artery"
"1819","kidney_largeartery","Tulp4","Large Artery"
"1820","kidney_largeartery","Klf2","Large Artery"
"1821","kidney_largeartery","Calr","Large Artery"
"1822","kidney_largeartery","Tppp3","Large Artery"
"1823","kidney_largeartery","Alox12","Large Artery"
"1824","kidney_largeartery","Syt15","Large Artery"
"1825","kidney_largeartery","Cenpt","Large Artery"
"1826","kidney_largeartery","Nuak1","Large Artery"
"1827","kidney_largeartery","Alpl","Large Artery"
"1828","kidney_capillaryarterial1","S100a6","Arteriole"
"1829","kidney_capillaryarterial1","Thbd","Arteriole"
"1830","kidney_capillaryarterial1","Slc6a6","Arteriole"
"1831","kidney_capillaryarterial1","Plscr2","Arteriole"
"1832","kidney_capillaryarterial1","Ebf1","Arteriole"
"1833","kidney_capillaryarterial1","Calca","Arteriole"
"1834","kidney_capillaryarterial1","Kitl","Arteriole"
"1835","kidney_capillaryarterial1","Plcb1","Arteriole"
"1836","kidney_capillaryarterial1","3110099E03Rik","Arteriole"
"1837","kidney_capillaryarterial1","Ssu2","Arteriole"
"1838","kidney_capillaryarterial1","Slc27a3","Arteriole"
"1839","kidney_capillaryarterial1","Slfn2","Arteriole"
"1840","kidney_capillaryarterial1","Slc26a10","Arteriole"
"1841","kidney_capillaryarterial1","Ass1","Arteriole"
"1842","kidney_capillaryarterial1","Socs2","Arteriole"
"1843","kidney_capillaryarterial1","Aif1l","Arteriole"
"1844","kidney_capillaryarterial1","Apold1","Arteriole"
"1845","kidney_capillaryarterial1","Pkn3","Arteriole"
"1846","kidney_capillaryarterial1","Ip6k3","Arteriole"
"1847","kidney_capillaryarterial1","Rnf152","Arteriole"
"1848","kidney_capillaryarterial1","Crybg3","Arteriole"
"1849","kidney_capillaryarterial1","Med1","Arteriole"
"1850","kidney_capillaryarterial1","Rps6ka4","Arteriole"
"1851","kidney_capillaryarterial1","Sybu","Arteriole"
"1852","kidney_capillaryarterial1","Zfp821","Arteriole"
"1853","kidney_capillaryarterial1","Acss1","Arteriole"
"1854","kidney_capillaryarterial1","Kat5","Arteriole"
"1855","kidney_capillaryarterial1","S1pr4","Arteriole"
"1856","kidney_capillaryarterial1","Tcta","Arteriole"
"1857","kidney_capillaryarterial1","Capsl","Arteriole"
"1858","kidney_capillaryarterial1","Nfil3","Arteriole"
"1859","kidney_capillaryarterial1","Tdrd7","Arteriole"
"1860","kidney_capillaryarterial1","Mdm2","Arteriole"
"1861","kidney_capillaryarterial1","Rspry1","Arteriole"
"1862","kidney_capillaryarterial1","2310040G24Rik","Arteriole"
"1863","kidney_capillaryarterial1","Inpp1","Arteriole"
"1864","kidney_capillaryarterial1","Gm5093","Arteriole"
"1865","kidney_capillaryarterial1","Ccng2","Arteriole"
"1866","kidney_capillaryarterial1","Hdac10","Arteriole"
"1867","kidney_capillaryarterial1","Jarid2","Arteriole"
"1868","kidney_capillaryarterial1","Pex11b","Arteriole"
"1869","kidney_capillaryarterial1","Ttbk2","Arteriole"
"1870","kidney_capillaryarterial1","AI839979","Arteriole"
"1871","kidney_capillaryarterial1","Nudcd1","Arteriole"
"1872","kidney_capillaryarterial1","Bms1","Arteriole"
"1873","kidney_capillaryarterial1","Lynx1","Arteriole"
"1874","kidney_capillaryarterial1","Nr1d1","Arteriole"
"1875","kidney_capillaryarterial1","Myef2","Arteriole"
"1876","kidney_capillaryarterial1","Per1","Arteriole"
"1877","kidney_capillaryarterial1","Golm1","Arteriole"
"1878","kidney_capillaryarterial2","Aqp1","Arteriole"
"1879","kidney_capillaryarterial2","Igfbp7","Arteriole"
"1880","kidney_capillaryarterial2","Scin","Arteriole"
"1881","kidney_capillaryarterial2","Sox17","Arteriole"
"1882","kidney_capillaryarterial2","Tspan8","Arteriole"
"1883","kidney_capillaryarterial2","Fth1","Arteriole"
"1884","kidney_capillaryarterial2","Glul","Arteriole"
"1885","kidney_capillaryarterial2","Npnt","Arteriole"
"1886","kidney_capillaryarterial2","Slc14a1","Arteriole"
"1887","kidney_capillaryarterial2","Prom1","Arteriole"
"1888","kidney_capillaryarterial2","Cst3","Arteriole"
"1889","kidney_capillaryarterial2","Prss23","Arteriole"
"1890","kidney_capillaryarterial2","Timp3","Arteriole"
"1891","kidney_capillaryarterial2","Hpgd","Arteriole"
"1892","kidney_capillaryarterial2","Fam181b","Arteriole"
"1893","kidney_capillaryarterial2","Ifi27l2a","Arteriole"
"1894","kidney_capillaryarterial2","Tbc1d1","Arteriole"
"1895","kidney_capillaryarterial2","Lef1","Arteriole"
"1896","kidney_capillaryarterial2","Pcp4l1","Arteriole"
"1897","kidney_capillaryarterial2","Tmsb4x","Arteriole"
"1898","kidney_capillaryarterial2","Rpl9","Arteriole"
"1899","kidney_capillaryarterial2","Cd63","Arteriole"
"1900","kidney_capillaryarterial2","Eps8l2","Arteriole"
"1901","kidney_capillaryarterial2","Pltp","Arteriole"
"1902","kidney_capillaryarterial2","Dusp26","Arteriole"
"1903","kidney_capillaryarterial2","Efhd1","Arteriole"
"1904","kidney_capillaryarterial2","Fbxo7","Arteriole"
"1905","kidney_capillaryarterial2","Tpd52","Arteriole"
"1906","kidney_capillaryarterial2","Mal","Arteriole"
"1907","kidney_capillaryarterial2","Fam198b","Arteriole"
"1908","kidney_capillaryarterial2","Pllp","Arteriole"
"1909","kidney_capillaryarterial2","Hist1h2bc","Arteriole"
"1910","kidney_capillaryarterial2","St8sia6","Arteriole"
"1911","kidney_capillaryarterial2","Car7","Arteriole"
"1912","kidney_capillaryarterial2","Zeb2","Arteriole"
"1913","kidney_capillaryarterial2","Rgs2","Arteriole"
"1914","kidney_capillaryarterial2","Clec2d","Arteriole"
"1915","kidney_capillaryarterial2","H2-Q7","Arteriole"
"1916","kidney_capillaryarterial2","Ttll7","Arteriole"
"1917","kidney_capillaryarterial2","Aqp11","Arteriole"
"1918","kidney_capillaryarterial2","Ablim1","Arteriole"
"1919","kidney_capillaryarterial2","Ndrg1","Arteriole"
"1920","kidney_capillaryarterial2","Cxcl12","Arteriole"
"1921","kidney_capillaryarterial2","Irf7","Arteriole"
"1922","kidney_capillaryarterial2","Cystm1","Arteriole"
"1923","kidney_capillaryarterial2","Mospd2","Arteriole"
"1924","kidney_capillaryarterial2","Pqlc1","Arteriole"
"1925","kidney_capillaryarterial2","Tmem86a","Arteriole"
"1926","kidney_capillaryarterial2","Prnp","Arteriole"
"1927","kidney_capillaryarterial2","Auts2","Arteriole"
"1928","kidney_capillary1","Plpp3","Capillary"
"1929","kidney_capillary1","Rgcc","Capillary"
"1930","kidney_capillary1","Esm1","Capillary"
"1931","kidney_capillary1","Gng11","Capillary"
"1932","kidney_capillary1","Igfbp3","Capillary"
"1933","kidney_capillary1","AW112010","Capillary"
"1934","kidney_capillary1","Cd200","Capillary"
"1935","kidney_capillary1","Irx3","Capillary"
"1936","kidney_capillary1","Tbxa2r","Capillary"
"1937","kidney_capillary1","Hes1","Capillary"
"1938","kidney_capillary1","F2r","Capillary"
"1939","kidney_capillary1","Ripply3","Capillary"
"1940","kidney_capillary1","Jund","Capillary"
"1941","kidney_capillary1","Palm","Capillary"
"1942","kidney_capillary1","Iigp1","Capillary"
"1943","kidney_capillary1","Slc29a1","Capillary"
"1944","kidney_capillary1","Sept4","Capillary"
"1945","kidney_capillary1","Dusp6","Capillary"
"1946","kidney_capillary1","Uchl1","Capillary"
"1947","kidney_capillary1","Irf1","Capillary"
"1948","kidney_capillary1","H2-T23","Capillary"
"1949","kidney_capillary1","Clip1","Capillary"
